feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_170,feature_171,feature_172,feature_173,feature_174,feature_175,feature_176,feature_177,feature_178,feature_179,feature_180,feature_181,feature_182,feature_183,feature_184,feature_185,feature_186,feature_187,feature_188,feature_189,feature_190,feature_191,feature_192,feature_193,feature_194,feature_195,feature_196,feature_197,feature_198,feature_199,target
0.0,0.0,0.017066724189833377,0.0,0.0,0.4833643607133495,0.6745510431545921,0.0,0.09963185001446039,0.0,0.0,0.08065766334522519,0.0,0.0,0.0,0.03322916078511099,0.0,0.046560905757741196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20589292750767074,0.0,0.008486888965491164,0.0,0.060185765046563026,0.0,0.0,0.019488429591360157,0.12326888749434657,0.0,0.0,0.2228045610452611,0.08420036167465528,0.0,0.0,0.09423606984576555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4140272591249018,0.08501667348871386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13053555675618825,0.0,0.0,0.02800327847275247,0.006190289072069835,0.0,0.0,0.007769594145917668,0.018776585179183593,0.0,0.0,0.03407482027057225,0.0,0.0,0.0,0.0,0.0,0.2856981259581251,0.0,0.10205338272918787,0.0,0.0,0.0,0.0,0.0,0.05004887960722227,0.0,0.0,0.031395196275534325,0.06433104624598394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05018822331147818,0.0,0.0,0.015497569395325591,0.0422240737629849,0.0,0.0,0.0,0.03576465360097467,0.061983516108957325,0.0,0.13842131042024963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6443408538894513,0.0,0.08038478741460452,0.0,0.0,0.0,0.0,0.0,0.007195501404203766,0.0,0.3816156248464539,0.02786177535450958,0.5218548027102057,0.028710585954140094,0.0,0.29760229865200793,0.0,0.0,0.0,0.0,0.6360793382774198,0.0,0.012926174444270048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05686094304675096,0.0,0.4557546221861902,0.0,0.0,0.0,0.0,0.013497991748977312,0.0,0.0,0.31579806304335706,0.0,0.0,0.0,4.190915061238698,0.7538612207466255,1.1184261774415603,1.8881490040158464,3.945607703181372,4.801639819171042,6.068234411097027,0.0,1.7687136570304849,0.07244885006969244,0.18459768415576083,0.513490745588118,0.0966666685801791,3.8189323440104967,2.878058271834312,0.0,1.463779376712196,1.2923105882044261,3.467670755164968,6.7800213211361475,0.0,3.3762348084977414,4.522269224101797,0.41543418587318104,5.285968088234246,2.939753149952227,0.4485838404633611,0.4915965944104484,8.126694149407035,5.0
0.0,0.0,0.03463831799900894,0.0,0.0,0.25713134077342537,0.4579619444526847,0.0,0.03787416566112011,0.031395196275534325,0.0,0.0824300999459491,0.0,0.0,0.0,0.0,0.026304324351908496,0.13815914522947026,0.0,0.0,0.0,0.07833657112117902,0.0,0.0,0.0,0.09396575036944746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04851520993393956,0.0,0.0,0.18650055764449475,0.08610437124329078,0.0,0.0,0.014212444812104711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37895546114090645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038857550020362105,0.09868904409132834,0.0,0.0,0.0,0.0,0.17043786850810766,0.0,0.0,0.00963381939726868,0.006333933722050485,0.0,0.0,0.0,0.02856915219677092,0.0,0.0,0.04166353172936154,0.0,0.0,0.0,0.0,0.0,0.2318010227771577,0.0,0.09315448790708296,0.0,0.0,0.0,0.0,0.0,0.02587927302325896,0.0,0.0,0.1826922975161903,0.011209361420303354,0.0,0.0,0.1676148407551113,0.0,0.0,0.0,0.0,0.05130248870063107,0.0,0.0,0.0,0.043204498565167566,0.0,0.0,0.0,0.10688428869154283,0.029134804053022843,0.0,0.12008647067252551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4776255242998608,0.0,0.16001660784590455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1191569418736321,0.02856915219677092,0.0,0.043764442310170244,0.0,0.3038099670212855,0.0,0.0,0.0,0.0,0.4077334309879327,0.0,0.01321211142685117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05172011644732764,0.0,1.0135694529789439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14834844991564902,0.0,0.0,0.0,4.2727249507262615,0.7605190371529964,1.0071955014042038,1.8274532245740027,3.355960643954401,4.447737871053567,6.312060657017974,0.0,1.161823202945348,6.275081564947312,0.18852752677440168,2.0068365773966583,0.011352507229905218,3.7480747450682808,2.777766867447077,0.0,3.2379460613726496,4.79441066743969,1.7677395355455783,9.375552322545623,0.0978804340519131,5.35093564660785,0.10621429609096804,3.5340117847432913,1.3147545222811214,6.578651956502855,3.2715601380885686,5.684016393992845,0.4031586297428644,4.0
0.0,0.0,0.006621180122379962,0.0,0.0,0.314638526699882,0.4544917772233132,0.0,0.03632749181776505,0.00604663011841478,0.01678155023340201,0.04264433740849372,0.0,0.0,0.0,0.005184375859723257,0.0,0.0897693086335084,0.0,0.0,0.0,0.019061365093430198,0.0,0.0,0.0,0.1526377396511124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1437852247086015,0.0,0.0,0.15484240686923262,0.03365205248999707,0.0,0.0,0.05352844098929936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08800587129002016,0.03815520102596883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011352507229905218,0.05741561242724302,0.0,0.0,0.0,0.0,0.0093471722592526,0.0,0.0,0.043764442310170244,0.0,0.0,0.0,0.0,0.007339046008161997,0.0,0.0,0.021479727410451392,0.0,0.0,0.0,0.0,0.0,0.2047667506546134,0.0,0.027295624050907505,0.0,0.0,0.0,0.0,0.0,0.11516644963493532,0.0,0.0,0.25302109571151316,0.04236417524800773,0.0,0.0,0.0184917490398792,0.0,0.005471851210059492,0.0,0.0,0.0,0.0,0.0,0.0,0.08161232285788984,0.0,0.0,0.0,0.02800327847275247,0.013497991748977312,0.0,0.14795788138710142,0.06887714085030783,0.0,0.0,0.0,0.0,0.0,0.0,1.6990629523093366,0.0,0.13211615953372519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16169423543613154,0.0,0.2791741084890467,0.016924144257821412,0.0,0.1534162422552479,0.0,0.0,0.0,0.0,0.11769504266975457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022474346574899225,0.0,0.7927720775181191,0.0,0.0,0.0,0.03435659664664159,0.0,0.0,0.0,0.19874558184482394,0.0,0.0,0.0,4.42201765699418,1.012139555403256,0.9072752629993827,1.5222566676267006,3.140206044129758,4.710734813647549,6.100025205117726,0.0,2.0596321598820997,1.360195694732358,0.4761224198801521,0.14182512970002847,0.06805164299778978,4.231463129906232,3.058558944972267,0.0,1.7573646723854912,5.179304026196232,2.1925413805096605,7.5940901702638275,0.0,4.7108835590099005,2.050849922174676,0.49661573802968845,2.357411247016051,5.147213067113487,2.2358495765075634,1.9378716516797507,3.5840003832857725,2.0
0.0,0.0,0.05408439284237917,0.0,0.0,0.5046712353857394,0.94343378387025,0.0,0.10688428869154283,0.0,0.022900402110078828,0.08651204657428184,0.0,0.0,0.0,0.007195501404203766,0.0,0.025170575734906053,0.0,0.0,0.0043216059500934675,0.020911065581689963,0.0,0.0,0.0,0.14535138557262012,0.0,0.0,0.0,0.0326651122818301,0.0,0.0,0.0,0.10822334117387104,0.0,0.0,0.07286040193124495,0.0,0.0,0.0,0.029558897449116415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23707417130215755,0.03491998434915955,0.0,0.0,0.0,0.0,0.0,0.025028794491522444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005328120695281701,0.0,0.0,0.07162539397376963,0.0,0.0,0.10742005883636484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007339046008161997,0.0,0.0,0.0,0.010923027184791876,0.0,0.3048614514884491,0.0,0.12101540096136584,0.0,0.0,0.0,0.0,0.0,0.11822681379294767,0.0,0.007482576331206196,1.4935448661999702,0.03491998434915955,0.0,0.0,0.29783703588664373,0.0,0.0,0.0,0.0,0.05380644369579382,0.0,0.0,0.0,0.0675010485665715,0.0,0.0,0.0,0.1649149695524513,0.01535483429346404,0.0,0.10688428869154283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3365119155127623,0.0,0.5170236720645808,0.0,0.0,0.0,0.0,0.0,0.0038900274333718426,0.0,0.171847313573341,0.04474382122439775,0.4651908879259823,0.015497569395325591,0.10567807789453719,0.20651820166511536,0.0,0.0,0.0,0.0,0.14208662961752688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04432416881220142,0.0,1.0496307677246008,0.0,0.0,0.0,0.04684025420297235,0.0,0.0,0.0,1.0615688492680029,0.0,0.0,0.0,3.948030758203442,1.1453513855726198,0.8090851181964865,1.8561092527171001,3.398323004854241,3.9128318667351567,5.820268330136448,0.0,1.6180976687353115,0.5205479681065772,1.1556844783054887,0.11450029316519267,0.049909522443058005,4.554785290394064,2.919111216431133,0.0,1.0418036876570849,4.964158317051059,0.4918017995940514,6.274826326704276,0.01321211142685117,3.030230123804093,2.477858624347368,1.3573267858624627,3.1411875250049994,3.208642109015166,0.7136958148433591,0.7376002403722687,5.285631552152996,4.0
0.0,0.0,0.02389404265570102,0.0,0.0,0.2543521627339931,0.4628899384097085,0.0,0.0326651122818301,0.0,0.0,0.016211033155917154,0.0,0.0,0.0,0.0,0.0,0.1273691466162218,0.0,0.0,0.005615567406909804,0.01378381543309969,0.0,0.0,0.0,0.263875732577862,0.0,0.0,0.0,0.0615688492680028,0.0,0.0,0.0,0.08787013294105718,0.0,0.0,0.2063931685116039,0.059908989018685105,0.0,0.0,0.08556062487262552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15471281378215795,0.022900402110078828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006764781878422359,0.0,0.0,0.0,0.0,0.0,0.02800327847275247,0.0,0.0,0.07135080412884309,0.0043216059500934675,0.0,0.0,0.0,0.01321211142685117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11862551354424566,0.0,0.04474382122439775,0.0,0.0,0.0,0.0,0.0,0.15315678806142052,0.0,0.0,0.2877086862454172,0.030547964162966627,0.0,0.0,0.13776580809587857,0.0,0.0,0.0,0.0,0.026729250487489024,0.0,0.0,0.0,0.08787013294105718,0.0,0.0,0.0,0.0,0.0,0.0,0.14352403252161328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2991567216516553,0.0,0.6961719126152048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016924144257821412,0.0,0.7576206887786192,0.010206942869257081,0.0,0.7535189646413754,0.0,0.0,0.0,0.0,0.2826177214813483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009060468156383597,0.0,0.8853400782246658,0.0,0.0,0.0,0.11982095212187471,0.018918982163051733,0.0,0.0,0.2856981259581251,0.0,0.0,0.0,4.950011083864304,1.5608616617648334,1.001369909684724,1.7278333458177983,3.433547052225068,4.734904675664536,5.976141348248349,0.0,2.1373395718160246,6.910982042416276,0.5366497540200345,0.39835037034596477,0.08732705179747538,3.9301222872795267,3.3233268307997266,0.0,3.377068206384061,6.958655947804763,1.4352552050611824,7.875238828071917,0.6929627527729186,6.420842795049989,0.2753646961504364,6.40153660917516,2.2227118398754686,5.712540756703592,2.3314472622637585,5.09100158694682,1.552967210879845,0.0
0.0,0.0,0.0,0.0,0.0,0.10889240163240911,0.326192164494116,0.0,0.03294716409912902,0.0,0.0,0.04292444517384094,0.0,0.0,0.0,0.031395196275534325,0.0,0.0,0.0,0.0,0.018634174139050975,0.11169907219742026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013069150019521303,0.0,0.0,0.0,0.1272370619248145,0.0,0.0,0.2958405509170355,0.0,0.0,0.0,0.032524065692199365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20226098356200264,0.08787013294105718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0829750272577682,0.0,0.0,0.022190239634065988,0.007339046008161997,0.0,0.0,0.0,0.043764442310170244,0.0,0.0,0.024177814301165258,0.0,0.0,0.0,0.0,0.0,0.5172252925024589,0.0,0.05450121618256057,0.0,0.0,0.0,0.0,0.0,0.01006368334469748,0.0,0.0,0.22502808325404902,0.012926174444270048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07340895518534003,0.0,0.0,0.0,0.0978804340519131,0.0,0.0,0.0,0.0,0.03365205248999707,0.0,0.07052672087668244,0.05227676545235779,0.0,0.0,0.0,0.0,0.0,0.0,2.99886343007213,0.0,0.02644598030380087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30847737659496083,0.0,0.0,0.033792988849303096,0.0,0.0,0.0,0.0,0.0,0.0,0.3371972813408009,0.0,0.015212085068503288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015069321717648201,0.0,1.0162110331559169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2479275134435855,0.0,0.0,0.0,3.6759401014580524,0.15289728719897241,1.0202710529837382,1.633803170792354,3.645459575342947,4.6265559493803385,6.62234325835581,0.0,3.2305412014629242,2.551934307784101,0.3006509076426647,0.20000206602186751,0.05158092063064492,3.866927754498927,2.8316340698495424,0.0,3.3391231289693,5.870670489203957,3.909888284776477,10.064379822701367,1.8541552726513169,6.359196091689436,4.1354609929529484,4.033237972293437,4.426506302021826,3.5714341158765093,4.136396486448262,1.1210154009613658,5.686755427476615,5.0
0.0,0.0,0.011495638837829437,0.0,0.0,0.2090165918312567,0.6437638543373423,0.0,0.018776585179183593,0.0,0.0,0.060600829554117094,0.0,0.0,0.0,0.0,0.0,0.06212171190779749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17938365435629777,0.0,0.0,0.0,0.003746139232894637,0.0,0.0,0.0,0.06336487875842937,0.0,0.0,0.19736218414916343,0.057138304393541776,0.0,0.0,0.06391705369231143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209390977467428,0.014640946881753174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00647756407120479,0.0,0.0,0.0,0.0,0.0,0.021479727410451392,0.0,0.0,0.04362447674703463,0.0,0.00791308164326493,0.0,0.0,0.06791401408846634,0.0,0.0,0.027437182706851134,0.0,0.0,0.0,0.0,0.0,0.15626716305180363,0.0,0.046560905757741196,0.0,0.0,0.0,0.0,0.0,0.0938305716351355,0.0,0.0,0.13697881196350373,0.05769286716834593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025454096427749127,0.0,0.0,0.0,0.05644480101966811,0.0,0.0,0.0,0.07107616201095888,0.01535483429346404,0.0,0.11356715704707816,0.02998286621571431,0.0,0.0,0.0,0.0,0.0,0.0,2.2057365666156614,0.0,0.14847861593196765,0.0,0.0,0.0,0.0,0.0,0.004753055399819502,0.0,0.10969486482592981,0.0,0.10178452416693216,0.00963381939726868,0.0,0.10688428869154283,0.0,0.0,0.0,0.0,0.31799861786143496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172092900322231,0.0,1.0830431287018032,0.0,0.0,0.0,0.0,0.009060468156383597,0.0,0.0,0.40021000708183085,0.0,0.0,0.0,4.24919500950361,0.509543837960336,0.8514392346735887,1.5791318643526215,2.9400539620969552,4.490435352816994,5.900492503811434,0.0,0.9635481064389871,2.672538490086599,0.1712068274181424,0.19345636574958547,0.03674947642786828,4.245526086266341,2.490878146326293,0.0,5.755509864097866,8.690306039500046,4.499718350392803,8.69620182560995,0.14234808214468114,6.585309607455765,5.805096367842108,1.7242136867573583,3.211354909696856,5.295443861017403,2.711362745325884,2.9775180630258493,3.3520805137298626,5.0
0.0,0.0,0.02644598030380087,0.0,0.0,0.23499174124880237,0.5743437539200127,0.0,0.04334450487716922,0.0,0.0,0.04711954856855063,0.0,0.0,0.0,0.003458319772411079,0.0,0.0,0.0,0.0,0.00417776078910997,0.010206942869257081,0.0,0.0,0.0,0.18510536254259158,0.0,0.004465436770300531,0.0,0.03153635326805325,0.0,0.0,0.0,0.15833702716710066,0.0,0.0,0.18103892443166827,0.1294808586988783,0.0,0.0,0.07751646970209519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2686739245483581,0.04488367823976479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004896843214847462,0.005040616700530137,0.0,0.0,0.0,0.0,0.0,0.09301923313354474,0.0,0.0,0.019488429591360157,0.003170442880128181,0.0,0.0,0.0,0.014640946881753174,0.0,0.0,0.021337582965694914,0.0,0.0,0.0,0.0,0.0,0.5292712437059316,0.0,0.06860202737867155,0.0,0.0,0.0,0.0,0.0,0.11063050809643417,0.0,0.0,0.09963185001446039,0.10447085776291738,0.0,0.0,0.008200013832136126,0.0,0.0,0.0,0.0,0.05213762333517526,0.0,0.0,0.0,0.022190239634065988,0.0,0.0,0.0,0.07340895518534003,0.017921907997262315,0.0,0.08882003329858511,0.02318436924826338,0.0,0.0,0.0,0.0,0.0,0.0,1.5420103555366091,0.0,0.3885753065984274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04963076772460043,0.028993411879548688,0.040261223064434574,0.007482576331206196,0.0,0.04236417524800773,0.0,0.0,0.0,0.0,0.3227357779800957,0.0,0.01335505866906758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04614178164472063,0.0,0.7886021947351414,0.0,0.0,0.0,0.08949815083910263,0.007051942516490025,0.0,0.0,0.25845862271790077,0.0,0.0,0.0,4.242404340861532,1.053389419544635,0.9357614563944351,2.0837920324938866,2.703189314514104,4.191783712250461,5.430850596946136,0.0,1.3219858015348724,1.6728326336622135,0.2573727556068014,0.28238049463860565,0.022900402110078828,3.925781099499164,2.4957463211156217,0.0,4.816082537202969,8.119270052713878,4.406978771346743,8.435170595688714,1.6316165286374509,6.050617056197785,3.6252003404225546,2.782052040998982,1.9382857918840528,3.732616533468252,2.807911282853547,3.9295827196213944,2.274023056300495,3.0
0.0,0.0,0.030406710426045758,0.0,0.0,0.1819294376900668,0.3235430091498889,0.0,0.0497701518163845,0.0,0.03815520102596883,0.10406822646371666,0.0,0.0,0.0,0.01206802330909034,0.0,0.041943829970167254,0.0,0.0,0.014212444812104711,0.026304324351908496,0.0,0.0,0.0,0.21151066288353915,0.0,0.0076260923761779465,0.0,0.029841557136715123,0.0,0.0,0.0,0.056722242374540224,0.0,0.0,0.7355221772965375,0.0,0.0,0.0,0.04921253463256027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21983452388537061,0.019630756335508422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172092900322231,0.0,0.0,0.0,0.020057652341253476,0.0,0.11796095273241665,0.0,0.0,0.05004887960722227,0.0,0.0,0.0,0.0,0.008486888965491164,0.0,0.0,0.012354130407874092,0.0,0.0,0.0,0.01820685665331186,0.0,0.5886127065137863,0.0,0.05699963038556373,0.0,0.0,0.0,0.0,0.0,0.2130050385450477,0.0,0.03717133764464353,0.1426094872986651,0.0675010485665715,0.0,0.0,1.8122517652724515,0.0,0.0,0.0,0.0,0.04530316795657215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015497569395325591,0.0,0.13776580809587857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8741871090518396,0.0,0.11689701828826238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14535138557262012,0.07409435357387338,0.37206058233216077,0.06377902977057126,0.11769504266975457,0.14156358237500305,0.0,0.0,0.0,0.006621180122379962,0.15561972102644722,0.0,0.045862297908687955,0.0,0.0,0.0,0.0,0.03520159571856608,0.0,0.0,0.028710585954140094,0.0,0.7916057247045515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6021717907533792,0.0,0.0,0.0,3.5742710844417087,1.1188248221086143,1.1635631368738988,1.677305269716603,3.5094424930801784,4.28286973226795,6.271244506087374,0.0,1.3315905758662372,0.7385516865202323,0.2251515118412731,0.08311122693130706,0.07792657868506905,3.6604494943128776,2.8412687025433447,0.0,0.9795132263400828,3.31681189341368,3.4706670076248876,8.253681583242713,0.12789736448606356,3.600697930575842,4.080913437663932,1.1384868442748064,3.0019463248313376,1.903308267982515,6.0611173316103715,3.8811164085119016,5.855194900174803,3.0
0.0,0.0,0.0,0.0,0.0,0.18485154568041529,0.3968171028690377,0.0,0.017779412561234692,0.0,0.02701246506258167,0.026020970714370147,0.0,0.0,0.0,0.0043216059500934675,0.0,0.058662839378559886,0.0,0.0,0.0,0.018634174139050975,0.0,0.0,0.0,0.11556599592160316,0.0,0.0,0.0,0.0036022366801955253,0.0,0.0,0.0,0.0697021666300674,0.0,0.0,0.1870075669770331,0.0,0.0,0.0,0.05199846779700237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130667339815507,0.027578727474282683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208395867125249,0.0,0.0,0.0,0.0,0.0,0.07450543636362976,0.0,0.0,0.023752135898994976,0.0,0.0,0.0,0.0,0.011924948479708557,0.0,0.0,0.01735184178777496,0.0,0.0,0.0,0.0,0.0,0.0439043942956211,0.0,0.0184917490398792,0.0,0.0,0.0,0.0,0.0,0.0938305716351355,0.030547964162966627,0.0,0.14339341869318775,0.01378381543309969,0.0,0.0,0.029700234215419886,0.0,0.008917094736053047,0.0,0.0,0.008056554871058458,0.0,0.0,0.0,0.05338941954463493,0.0,0.0,0.0,0.045163351603224475,0.0,0.0,0.16040392586001362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1375035237499351,0.0,0.26879367512247887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07491640205246167,0.0,0.04893364519792244,0.009203827329839744,0.0,0.14912926990993294,0.0,0.0,0.0,0.0,0.10097764772482092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016211033155917154,0.0,0.9503190977516363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0475383887633606,0.0,0.0,0.0,4.467318612706135,1.04271436944855,0.8359240742543751,1.6123053125340479,2.810031728010939,4.659707681296674,5.49045781662959,0.0,2.102422981460753,1.99891757275836,0.13395801010054917,0.16066208011334426,0.034779158048019,3.5914161273938277,2.9700621632005126,0.0,2.396844496939824,4.787416792049344,2.0085944524355046,6.957507216507599,0.13474665536848754,3.6529797377224766,0.3336527147654136,2.4600348013613424,1.3786780784631394,5.149747119504682,1.0716940332696834,4.633901956665556,0.7477740717427049,3.0
